GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,NAME_M,ALW1M001
"G06003708","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03708","79500US0603708",,,"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga) PUMA; California",63691,"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga) PUMA; California",2138
"G06003709","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03709","79500US0603709",,,"Los Angeles County (Central)--San Gabriel Valley Region (North) PUMA, California",109006,"Los Angeles County (Central)--San Gabriel Valley Region (North) PUMA, California",3732
"G06003710","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03710","79500US0603710",,,"Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities PUMA; California",70353,"Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities PUMA; California",2057
"G06003711","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03711","79500US0603711",,,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities PUMA; California",91047,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities PUMA; California",2435
"G06003712","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03712","79500US0603712",,,"Los Angeles County (East Central)--Pomona City PUMA, California",61052,"Los Angeles County (East Central)--Pomona City PUMA, California",2009
"G06003713","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03713","79500US0603713",,,"Los Angeles County (East Central)--Covina & Walnut Cities PUMA, California",83031,"Los Angeles County (East Central)--Covina & Walnut Cities PUMA, California",2803
"G06003714","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03714","79500US0603714",,,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUMA; California",88478,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUMA; California",3130
"G06003715","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03715","79500US0603715",,,"Los Angeles County (East Central)--West Covina City PUMA, California",78986,"Los Angeles County (East Central)--West Covina City PUMA, California",2723
"G06003716","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03716","79500US0603716",,,"Los Angeles County (East Central)--La Puente & Industry Cities PUMA, California",72219,"Los Angeles County (East Central)--La Puente & Industry Cities PUMA, California",2357
"G06003717","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03717","79500US0603717",,,"Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities PUMA; California",82881,"Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities PUMA; California",2701
"G06003718","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03718","79500US0603718",,,"Los Angeles County (Central)--Pasadena City PUMA, California",82236,"Los Angeles County (Central)--Pasadena City PUMA, California",2469
"G06003719","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03719","79500US0603719",,,"Los Angeles County (Central)--Glendale City PUMA, California",66222,"Los Angeles County (Central)--Glendale City PUMA, California",2261
"G06003720","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03720","79500US0603720",,,"Los Angeles County (Central)--Burbank City PUMA, California",76686,"Los Angeles County (Central)--Burbank City PUMA, California",2661
"G06003721","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03721","79500US0603721",,,"Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village) PUMA, California",54521,"Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village) PUMA, California",1806
"G06003722","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03722","79500US0603722",,,"Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks) PUMA, California",54479,"Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks) PUMA, California",1357
"G06003723","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03723","79500US0603723",,,"Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUMA, California",53186,"Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUMA, California",1586
"G06003724","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03724","79500US0603724",,,"Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana) PUMA, California",74772,"Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana) PUMA, California",2027
"G06003725","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03725","79500US0603725",,,"Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills) PUMA; California",82898,"Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills) PUMA; California",2679
"G06003726","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03726","79500US0603726",,,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities PUMA; California",138911,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities PUMA; California",5366
"G06003727","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03727","79500US0603727",,,"Los Angeles County (Central)--LA City (Central/Pacific Palisades) PUMA, California",116884,"Los Angeles County (Central)--LA City (Central/Pacific Palisades) PUMA, California",3720
"G06003728","2015-2019","CA",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"03728","79500US0603728",,,"Los Angeles County (Southwest)--Santa Monica City PUMA, California",95647,"Los Angeles County (Southwest)--Santa Monica City PUMA, California",3379
